Inquiry_ID,Date,Channel,Category,Department,Root_Cause,Urgency,Response_Hours,Resolution_Hours,Status,CSAT,Repeat_Contact,Current_State_Misrouted,Inquiry_Text
GGU-SIM-02492,03-02-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Accommodation documentation,Medium,7.5,15,Resolved,4,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-02493,02-04-2026,Phone (logged),IT / Course Access,IT Help Desk,myGGU portal issue,High,2.1,12.4,Resolved,5,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts today.
GGU-SIM-02494,13-07-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,8.6,32.9,Resolved,5,0,0,I need help adding a course before the deadline today. Which office should handle this?
GGU-SIM-02495,03-11-2025,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,Normal,13.1,28.5,Resolved,5,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02496,25-03-2026,Phone (logged),Career Services,Career Services,Career appointment,Medium,5.3,50.7,Resolved,4,1,0,I need help finding the correct career platform or event information.
GGU-SIM-02497,02-09-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Login/authentication issue,High,2.4,32.7,Resolved,5,0,0,My myGGU login is not working and I need to check my registration this week.
GGU-SIM-02498,07-11-2025,Web Chat,Academic Advising,Academic Advising,Graduation planning,Medium,0.3,40.8,Open,,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-02499,21-02-2026,Email,Registration / Records,Registrar's Office,Course availability,Medium,1.7,13.8,Resolved,5,1,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02500,23-09-2025,Email,Registration / Records,Registrar's Office,Transcript/record request,Medium,1.8,28.8,Resolved,5,0,1,I need help adding a course before the deadline before the deadline. Which office should handle this?
GGU-SIM-02501,15-09-2025,Email,Registration / Records,Registrar's Office,Prerequisite/registration hold,High,8.5,42.7,Resolved,5,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02502,24-03-2026,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Medium,3.5,51.5,Resolved,4,0,0,I need information about requesting an academic accommodation.
GGU-SIM-02503,20-03-2026,Web Chat,Registration / Records,Registrar's Office,Transcript/record request,High,8.1,10,Resolved,5,0,0,I need help adding a course before the deadline tomorrow. Which office should handle this?
GGU-SIM-02504,14-06-2026,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,Medium,11.5,30.4,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02505,15-12-2025,Phone (logged),Registration / Records,Registrar's Office,Enrollment verification,Normal,9.1,16.7,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02506,09-12-2025,Web Chat,International Student Support,International Student Support,International student resource,Normal,9.2,18.5,Resolved,5,0,0,I have a question about my student status documentation and an upcoming deadline soon.
GGU-SIM-02507,13-07-2026,myGGU/Portal,International Student Support,International Student Support,Visa/status documentation,Medium,6.5,23.1,Resolved,4,0,0,I have a question about my student status documentation and an upcoming deadline tomorrow.
GGU-SIM-02508,13-02-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Tutoring/resource referral,Normal,10.8,23.9,Resolved,4,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-02509,25-09-2025,Email,International Student Support,International Student Support,CPT/OPT information,Normal,8.2,38,Resolved,4,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-02510,29-09-2025,Email,IT / Course Access,IT Help Desk,Account provisioning delay,High,6.7,16.4,Resolved,4,0,0,My myGGU login is not working and I need to check my registration this week.
GGU-SIM-02511,23-05-2026,Email,Academic Advising,Academic Advising,Concentration change,Medium,7.7,16.3,Resolved,5,1,0,I am confused about a degree requirement and need advising support.
GGU-SIM-02512,06-08-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Medium,4.8,15.1,Resolved,5,1,0,I submitted financial aid documents and want to know if anything else is needed tomorrow.
GGU-SIM-02513,11-03-2026,Web Chat,IT / Course Access,IT Help Desk,Brightspace/course access,Normal,12.8,111.4,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-02514,29-03-2026,Email,Academic Advising,Academic Advising,Concentration change,Medium,3.5,23.7,Resolved,3,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-02515,14-02-2026,myGGU/Portal,Registration / Records,Registrar's Office,Course availability,High,3.8,47.1,Resolved,3,0,1,I need an enrollment verification document for an external requirement.
GGU-SIM-02516,17-08-2026,Email,Career Services,Career Services,Employer/job resource,Normal,2,12.4,Resolved,5,0,0,How can I schedule a career advising appointment?
GGU-SIM-02517,03-10-2025,Web Chat,Accessibility / Other Support,Student Services / Accessible Education,Wellness/resource question,Normal,10,86.2,Resolved,5,0,0,I have a temporary condition and want to understand available support options.
GGU-SIM-02518,13-07-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Medium,4.8,23.5,Resolved,5,0,0,I need help understanding a charge on my student account.
GGU-SIM-02519,12-04-2026,Email,International Student Support,International Student Support,CPT/OPT information,Normal,2.1,4.1,Resolved,4,0,0,I need support with an international student enrollment/status question.
GGU-SIM-02520,27-02-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Medium,1.6,61.3,Resolved,4,1,0,I need information about requesting an academic accommodation.
GGU-SIM-02521,25-07-2026,Web Chat,Academic Advising,Academic Advising,Course selection,Normal,17.8,54.5,Resolved,5,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-02522,04-05-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Normal,6.7,37.8,Resolved,4,0,1,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-02523,18-05-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Medium,5.7,55.1,Resolved,4,1,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-02524,02-01-2026,Email,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,10.2,47.9,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-02525,04-01-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Account provisioning delay,High,0.8,63.8,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-02526,22-07-2026,Web Chat,Accessibility / Other Support,Student Services / Accessible Education,Tutoring/resource referral,High,4.2,6.6,Resolved,4,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-02527,21-06-2026,myGGU/Portal,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,2.6,34.5,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02528,06-03-2026,myGGU/Portal,International Student Support,International Student Support,Visa/status documentation,Normal,2.7,30.4,Resolved,4,0,0,I have a question about my student status documentation and an upcoming deadline tomorrow.
GGU-SIM-02529,13-06-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,10.7,56.6,Resolved,4,1,0,I need help understanding a charge on my student account.
GGU-SIM-02530,08-07-2026,Web Chat,Registration / Records,Registrar's Office,Transcript/record request,Medium,1.6,74.1,Resolved,4,1,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02531,05-05-2026,myGGU/Portal,IT / Course Access,IT Help Desk,myGGU portal issue,Medium,3.4,13,Resolved,3,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts today.
GGU-SIM-02532,20-10-2025,myGGU/Portal,Registration / Records,Registrar's Office,Transcript/record request,Normal,20.7,42.2,Resolved,5,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02533,04-01-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Medium,17.4,31.8,Resolved,4,0,0,I need help understanding a charge on my student account.
GGU-SIM-02534,14-02-2026,Email,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,8.1,18.6,Resolved,3,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-02535,11-05-2026,myGGU/Portal,Academic Advising,Academic Advising,Degree plan clarification,Medium,13.1,41.7,Resolved,4,1,0,I am confused about a degree requirement and need advising support.
GGU-SIM-02536,28-09-2025,Phone (logged),Career Services,Career Services,Networking/event question,Medium,5.4,33.4,Resolved,5,0,0,How can I schedule a career advising appointment?
GGU-SIM-02537,27-10-2025,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Normal,6.8,13.3,Resolved,5,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-02538,04-08-2026,Email,International Student Support,International Student Support,CPT/OPT information,High,12.7,51.4,Resolved,3,0,0,I need support with an international student enrollment/status question.
GGU-SIM-02539,24-12-2025,myGGU/Portal,Registration / Records,Registrar's Office,Transcript/record request,Medium,10.5,48.1,Resolved,3,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02540,31-12-2025,Web Chat,Registration / Records,Registrar's Office,Prerequisite/registration hold,Medium,4.3,19.7,Open,,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02541,07-05-2026,Web Chat,International Student Support,International Student Support,International student resource,Normal,2.6,39.8,Resolved,5,0,0,I need support with an international student enrollment/status question.
GGU-SIM-02542,13-01-2026,Email,Academic Advising,Academic Advising,Degree plan clarification,Medium,6.5,37.1,Resolved,4,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-02543,27-04-2026,Phone (logged),Registration / Records,Registrar's Office,Add/drop deadline question,Normal,2,40.2,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02544,09-05-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,8.9,43.7,Resolved,4,0,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-02545,10-03-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,General student-services routing,Medium,3.2,25.8,Resolved,4,1,1,I need information about requesting an academic accommodation.
GGU-SIM-02546,04-08-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Normal,11.8,22.9,Resolved,4,0,0,I need help understanding a charge on my student account.
GGU-SIM-02547,25-08-2026,Email,Academic Advising,Academic Advising,Graduation planning,Medium,5.6,33.1,Resolved,3,1,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-02548,31-12-2025,Phone (logged),International Student Support,International Student Support,International student resource,Normal,1.9,69.7,Resolved,5,1,0,I need support with an international student enrollment/status question.
GGU-SIM-02549,11-08-2026,Email,Registration / Records,Registrar's Office,Transcript/record request,High,1.9,29.2,Open,,1,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02550,19-12-2025,Web Chat,International Student Support,International Student Support,Travel/signature timing,Normal,9.6,36.9,Resolved,4,1,0,I have a question about my student status documentation and an upcoming deadline this week.
GGU-SIM-02551,11-05-2026,myGGU/Portal,Registration / Records,Registrar's Office,Transcript/record request,Normal,2.7,107.1,Resolved,4,1,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02552,03-10-2025,Web Chat,Academic Advising,Academic Advising,Policy/requirement clarification,Normal,10.4,41.2,Resolved,3,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-02553,26-12-2025,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,Medium,5.7,23.4,Resolved,3,0,0,I have a tuition payment question before the upcoming deadline.
